actionRay;alert;classification;control;culture;damage;dataPest;daysAdhesiveFloor;daysPheromone;detectionName;id;namePopular;nameScientific;pheromones;photoTime;symptoms;id_imagem;link_imagem
250.0;1;Inseto;2;Citrus;3;Os adultos medem de 2 a 3 mm de comprimento, são marrons e têm o corpo coberto por uma substância pulverulenta de cor esbranquiçada. Suas asas são transparentes e, as anteriores, têm manchas escuras com formato irregular, permanecem na face abaxial das folhas novas com a cabeça quase tocando a superfície e formando um ângulo de 45º com o corpo. ;15;0;Psilideo;34;Psilídeo;Diaphorina citri;Não Possui -Somente Armadilha Amarela;14:00:00;Enrolam as folhas, retorcem ou engruvinham os brotos. Em infestações intensas, há o secamento dos ramos e a redução da produção. Expelem líquido açucarado que favorecem o desenvolvimento de fumagina. Podem inocular substâncias tóxicas pelas picadas, além de ser uma praga é um dos vetores da bactéria Candidatus Liberibacter, agente do “greening”.;60112, 60113, 60114, 60115;https://otmis-pragas-armadilhas.s3.amazonaws.com/dd7516d9-d498-11ed-b64f-31351b9fde14.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/ddba915d-d498-11ed-b2ee-31351b9fde14.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/dda7e10c-d498-11ed-ae65-551725a10227.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/dde0305f-d498-11ed-adcf-61bdb90386c3.jpg
50.0;1;Inseto;2;Citrus;3;As cigarrinhas são insetos sugadores que se alimentam em vários tecidos vegetais, principalmente no sistema vascular dos citros. A maioria habita a vegetação rasteira. Em anos chuvosos, as cigarrinhas aparecem na primavera e, em anos secos, começam a surgir no início do verão. Geralmente medem até 11 mm, as características variam de acordo com a espécie.;15;0;Cigarrinha;64;Cigarrinha;D. costalimai, a. citrina, o. facialis e b. xanthophis;Não Possui;08:00:00;Embora algumas espécies possam sugar volumes significativos da seiva de plantas cítricas, essa alimentação tem pouco impacto econômico para a cultura. As exceções são algumas espécies da subfamília Cicadellinae, consideradas pragas chaves por serem vetores da bactéria Xylella fastidiosa, que causa a Clorose Variegada dos Citros (CVC). As cigarrinhas podem transmitir a bactéria em todas as fases de desenvolvimento e por toda o ciclo de vida, a partir do momento que adquirem a Xylella fastidiosa, mas a mais importante é a adulta. Doze espécies de cigarrinhas são comprovadamente capazes de transmitir a CVC.;381, 382, 383, 384, 385;https://otmis-pragas-armadilhas.s3.amazonaws.com/9cb1647f-d856-11ed-9bc7-93ef53a32e86.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9ce91e52-d856-11ed-8110-25895e8e9062.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cebec90-d856-11ed-8b01-c9f3ea3f1708.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cfbc280-d856-11ed-ba93-63c24ac8222f.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cffc2e9-d856-11ed-9069-03fef03a9474.jpg
40.0;1;Inseto;2;Citrus;3;O adulto de Phyllocnistis citrella é uma pequena mariposa que mede cerca de 2,0 mm de comprimento e 4,0 mm de envergadura. Tem as asas anteriores com escamas de coloração branca-prateada, brilhantes, plumosas e com manchas mais escuras, dispostas longitudinal e transversalmente. As lagartas são de cor amarela-clara, com os segmentos abdominais mais largos na porção mediana. As pupas são de coloração marrom-clara e têm no lugar dos olhos, duas manchas escuras.;15;57;Minador-dos-citrus;65;Minador-dos-citrus;Phyllocnistis citrella;Ferocitrus minador;08:00:00;As lagartas provocam a formação de galerias nos tecidos das folhas das plantas de citros. Essas galerias aparecem inicialmente como um pequeno risco de coloração branca e posteriormente formam um zigue-zague mais largo. Elas atacam as duas faces da folha e pode-se observar a presença de mais de uma larva em cada folha. Por atacar folhas jovens, da mesma forma que a bactéria do cancro cítrico (Xanthomonas axonopodis pv. citri), o minador facilita a penetração e o desenvolvimento da bactéria na planta. Quando se alimenta das folhas, a lagarta provoca galerias onde a bactéria se multiplica, aumentando o potencial de inóculo. As lesões do cancro cítrico seguem o caminho das galerias feitas pela larva.;393, 394, 395, 396, 397, 398, 399;https://otmis-pragas-armadilhas.s3.amazonaws.com/5fc01c21-d85b-11ed-93c6-f53619efb7b7.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5fe1a9bc-d85b-11ed-b70b-2b4f40801d4a.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5fdfdbd5-d85b-11ed-9e49-0722758054cb.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5febb7c4-d85b-11ed-81b6-b9fb6cbb0d59.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6005dc62-d85b-11ed-8dc2-fd7b7e3ae10c.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6007aec9-d85b-11ed-a9dc-7999166dd2f8.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6025b07e-d85b-11ed-a237-fd8c602b400f.jpg
50.0;1;Inseto;3;Citrus;4;Anastrepha fraterculus: Os adultos da mosca possuem a coloração amarelada típica, possuindo asas transparentes que apresentam duas manchas características para sua identificação, uma em forma de “S” na parte central e outra em “V” invertido no ápice. Na fase adulta pode atingir cerca de 7 mm de comprimento e 16 mm de envergadura. As fêmeas são maiores que os machos devido a presença do acúleo ao final do abdômen  Ceratitis capitata: mede de 4 a 5 mm de comprimento por 10 a 12 mm de envergadura. O macho é diferenciado da fêmea por apresentar na cabeça, entre os olhos, um par de apêndices filiformes, parecendo um segundo par de antenas, além de não possuir ovipositor.;15;42;Mosca das frutas;66;mosca das frutas;Ceratitis capitata e anastrepha fraterculus;Bio Trimedlure - Para Ceratitis Capitata;08:00:00;Os danos diretos do ataque da mosca-das-frutas ocorrem quando a fêmea coloca o ovo e deixa uma ferida na superfície do fruto, criando uma porta de entrada para bactérias e fungos oportunistas, que causam necroses e podridões. Além disso, as larvas se alimentam da polpa formando galerias, favorecendo o amadurecimento prematuro do fruto, afetando a sua aparência e tornando-o impróprio para comercialização e consumo.;440, 441, 442, 443, 444, 445, 446, 447, 448, 449;https://otmis-pragas-armadilhas.s3.amazonaws.com/21032957-d866-11ed-8f8e-019dc541f0c5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/211b82c5-d866-11ed-9815-97277177ed62.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/21434497-d866-11ed-b871-019dc541f0c5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/21253625-d866-11ed-ae08-5fe13241817b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/2126fb28-d866-11ed-8df8-c526b0e4dacc.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/212ffc1b-d866-11ed-a66c-3792ce37cb15.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/212c61a5-d866-11ed-b134-b7174feeacc6.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/2139ad96-d866-11ed-855c-bbcd2bfea20d.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/215e6ff8-d866-11ed-b0e6-071c99901afe.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/232e52e5-d866-11ed-9642-071c99901afe.jpg
126.0;1;Inseto;1;Algodão;2;O bicudo do algodoeiro é um besouro (coleoptera) que mede de 4 a 9 mm de comprimento e 7 mm de envergadura. Sua coloração que varia de pardo-acinzentado ao preto. Apresenta dois espinhos em cada fêmur do primeiro par de pernas e élitros com riscas longitudinais. O bicudo é um inseto lento ao caminhar, que raramente voa, a não ser quando se dispersa para áreas vizinhas. ;15;21;Bicudo;67;Bicudo-do-algodoeiro;Anthonomus grandis;Luretape BW-10;09:30:00;o Bicudo ataca inicialmente os botões florais, flores e maçãs pequenas, podendo se alimentar, também, de folhas jovens e pecíolo. Após o ataque, os botões tornam-se amarelos, as brácteas abrem-se e os botões caem. As flores atacadas ficam com o aspecto de balão, devido à não abertura normal das pétalas. As maçãs apresentam perfurações externas, decorrentes do hábito de alimentação e oviposição do inseto, sendo que as fibras e sementes são destruídas pelas larvas, que impedem sua abertura normal, deixando-as enegrecidas.;499, 500, 501, 502, 503, 504;https://otmis-pragas-armadilhas.s3.amazonaws.com/96f5c786-1fed-11ee-916e-fb5903909410.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/96fcab90-1fed-11ee-979c-efc671d11c07.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/96fcaa3a-1fed-11ee-bdc9-e193df0b36f5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/97017163-1fed-11ee-8574-c9d46ffe421d.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/970654ea-1fed-11ee-967d-ef365eaec286.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/970cd4a0-1fed-11ee-817b-c56f3db72b93.jpg
100.0;3;Doença;6;Uva;9;;15;15;Míldio da videira;91351;míldio da videira;Plasmopara viticola;Não Há;16:30:00;;None;None
100.0;3;Doença;6;Uva;9;;15;15;Oídio da videira;91352;Oídio Da Videira;Uncinula necator (Schwein.) Burril;Não Há;16:33:00;;None;None
10.0;2;Inseto;4;Uva;6;;15;15;Mosca-das-frutas;91354;Mosca-das-frutos/mosca-do-mediterrâneo;Ceratitis capitata;Bio Trimedlure Bio Controle;14:34:00;;None;None
30.0;5;Inseto;10;Uva;15;;15;15;Cochonilha pérola;239201;cochonilha-pérola-da-terra;Eurhizococcus brasiliensis;Não Há;12:40:00;;None;None
20.0;20;Inseto;25;Uva;30;;15;15;Tripes;239202;Tripes;Frankliniella sp;Piso Azul;11:43:00;;None;None
20.0;10;Inseto;15;Uva;20;;15;15;Ácaro rajado;239203;Ácaro Rajado;Tetranychus urticae;Não Há;11:44:00;;None;None
10.0;5;Inseto;10;Uva;15;;15;15;Cigarrinha-da-uva;239204;Cigarrinha-da-uva;Empoasca vitis;Piso Amarelo;11:46:00;;None;None
30.0;1;Inseto;2;Uva;3;;15;15;Broca da videira;239205;broca-do-caule-da-videira;Neoterius sp. , Cryptoblabes gnidiella (Millière, 1864);n;11:47:00;;None;None
100.0;2;Inseto;4;Uva;6;;15;50;Traça dos cachos videira;239208;Traça-dos-cachos-da-videira;Lobesia botrana;Bio Lobesia;11:50:00;;None;None
20.0;5;Doença;10;Uva;20;;15;15;Antracnose uva;239209;Antracnose;Elsinoe ampelina;Ñão Há;11:54:00;;None;None
1.0;1;Doença;2;Uva;3;;15;15;Cancro da videira;239210;Cancro Da Videira;Xanthomonas campestris pv viticola;Não Há;11:57:00;;None;None
10.0;2;Doença;4;Uva;6;;15;15;Mancha das folhas da videira;239211;Mancha-das-folhas;Pseudocercospora vitis;Não Há;11:59:00;;None;None
250.0;1;Inseto;2;Milho;3;Local criado para contabilizar plantas com DANOS por lagarta (Spodoptera);30;30;SA;1176701;Dano Spodoptera;Dano Spodoptera;SA;10:35:00;"Raspagem superficial da epiderme, causando um aspecto de ""vidro"" ou ""tiro de cartucho"". Consumo do cartucho interno, deixando-o cheio de fezes da lagarta. Perfurações e danos estruturais no colmo. Roedura dos grãos e danos à produção. Pode cortar plantas jovens rente ao solo. Excrementos (fezes) da lagarta, que podem ser confundidos com farinha, são um sinal claro de infestação.";1176756, 1176757, 1176758, 1176759, 1176760;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e0f34757-cebb-11f0-952c-3ff8d15c3d2b.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e0fa3711-cebb-11f0-8d7a-3347c879c814.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1028022-cebb-11f0-9db0-a9c323860aa6.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1103601-cebb-11f0-a84a-3347c879c814.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1394f46-cebb-11f0-a0ef-875b952e0f71.jpg
250.0;1;Inseto;2;Milho;3;"Os percevejos causam danos ao milho sugando a seiva da planta e injetando toxinas, o que pode levar a sintomas como ""coração morto"" (murchamento central), ""encharutamento"" (enrolamento das folhas), deformações, perfilhamento, redução da produtividade e até a morte da planta, principalmente nas fases iniciais de desenvolvimento";30;30;sa;1176702;Dano Percevejo;Dano Percevejo;Sa;10:44:00;"Murchamento e secamento das folhas centrais (""coração morto""). Enrolamento das folhas centrais (""encharutamento""). Lesões no caule. Atrofia e redução da altura da planta. Redução do estande da lavoura. Plantas subdesenvolvidas e com amarelecimento.";1176765, 1176766, 1176767, 1176768;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f3d3fc0-cebd-11f0-9899-b330b2bef49c.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f580e6d-cebd-11f0-ab86-1b61db8763bc.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f6a62db-cebd-11f0-9629-7f3bf8683283.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f6d03b7-cebd-11f0-ac16-2b08d8e638b5.jpg
250.0;1;Inseto;2;Milho;3;Tamanho: Cerca de 9 a 12 mm de comprimento. Coloração: Dorso marrom-acinzentado e abdômen (barriga) de cor verde clara, característica que dá nome popular ao inseto. Formato do corpo: Corpo em formato de escudo. Detalhes: Possui espinhos laterais na parte superior do corpo, atrás da cabeça, e uma cabeça triangular. As asas adultas ficam parcialmente escondidas no dorso. ;30;30;sa;1176707;Percevejo Barriga Verde;D. melacanthus e dichelops furcatus;Sa;10:56:00;Ataques ocorrem da emergência até quatro folhas, manifestando danos foliares além da quinta e sexta folha. A perfuração do inseto pode atingir o cartucho, o que pode afetar o ponto de crescimento, causar perfilhamento, folhas deformadas, redução de porte e, até mesmo a morte da planta;1176953, 1176954, 1176955;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/27112ca7-cebf-11f0-b78f-17ff6e4a26b4.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/3c3478e9-cebf-11f0-bd5e-17ff6e4a26b4.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/297d5624-cec0-11f0-bb17-4d4bf22bde51.jpg
250.0;1;Inseto;2;Milho;3;"O percevejo-marrom (Euschistus heros) é uma praga de cor marrom ou marrom-escura, que mede cerca de 11 mm na fase adulta. Ele se caracteriza por uma mancha amarelada ou esbranquiçada em forma de ""meia-lua"" no dorso e dois ""chifres"" nas laterais do protórax";30;30;sa;1176711;Percevejo Marrom;Euschistus heros;Sa;11:15:00;seus danos são menos intensos comparados aos do percevejo-barriga-verde, mas também pode apresentar plantas reduzidas e perfurações foliares, resultando no enrolamento de folhas. Essa praga pode ser observada dentro do cartucho, se alimentando nas folhas novas, o que resulta em folhas danificadas e mal-formadas.;1176958, 1176959;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/8ce87a4a-cec0-11f0-aa9a-4d4bf22bde51.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/8d036f90-cec0-11f0-9d70-4d4bf22bde51.jpg
250.0;1;Inseto;2;Milho;3;Os adultos medem mais de 2 cm, têm coloração marrom escura com antenas bicolor e dois pontos ovóides no pronoto (a parte do corpo atrás da cabeça). A fêmea é maior que o macho. Possui uma expansão em sua tíbia (parte da perna) que cobre cerca de 80% dela. ;30;30;sa;1176712;Percevejo Gaúcho;Leptoglossus zonatus;Sa;11:18:00;Percevejo-gaúcho: o dano ocorre na fase de formação de espigas. A praga perfura e suga o conteúdo dos grãos, o que também pode formar uma porta de entrada para umidade e fungos, contribuindo para ocorrência de grãos ardidos ;1176963, 1176964, 1176965;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/0ae7eb5c-cec1-11f0-a308-4d4bf22bde51.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/0b5ef2f4-cec1-11f0-b6b5-4d4bf22bde51.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/0b93518b-cec1-11f0-a96e-4d4bf22bde51.jpg
250.0;1;Inseto;2;Milho;3;"Os adultos têm coloração verde e cerca de 1,5 cm, enquanto as ninfas passam por diferentes colorações (preta com manchas brancas, verde com manchas amarelas e vermelha com manchas amareladas) até atingir a fase adulta. Exalam um odor desagradável quando ameaçados, sendo popularmente conhecidos como ""maria-fedida"".";30;30;sa;1176713;Percevejo Verde;Nezara viridula;Sa;11:23:00;Perfuram os tecidos da planta, causando manchas marrons ou enegrecidas nas folhas. Injetam toxinas que causam o chochamento dos grãos. Favorecem a entrada de fungos e bactérias através das perfurações nas vagens, o que pode reduzir a qualidade das sementes. Podem causar queda prematura de flores e frutos. Em casos de infestação severa, podem levar à deformação dos frutos. ;1176969, 1176970, 1176971;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/ada07d7d-cec1-11f0-a49a-4d4bf22bde51.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/adbcf5bb-cec1-11f0-9a5f-4d4bf22bde51.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/adff387e-cec1-11f0-b96e-4d4bf22bde51.jpg
250.0;1;Inseto;2;Milho;3;Anotação para plantas daninhas de folha estreita.;30;30;sa;1176714;Daninha Folha Estreita;Daninha Folha Estreita;Sa;13:04:00;Anotação para plantas daninhas de folha estreita.;1176973;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/c209803c-cecf-11f0-b507-454812d44829.jpg
250.0;1;Inseto;2;Milho;3;Anotação para plantas daninhas de folha larga.;30;30;sa;1176715;Daninha Folha Larga;Daninha Folha Larga;Sa;13:07:00;Anotação para plantas daninhas de folha larga.;1176976, 1176977;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/033cddf5-ced0-11f0-b385-454812d44829.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/0349d284-ced0-11f0-bc3a-454812d44829.jpg
250.0;1;Inseto;2;Milho;3;Retirar foto de folhas ou plantas com sintomas de doenças.;30;30;sa;1176716;Doenças Milho;Doenças milho;Sa;13:09:00;Retirar foto de folhas ou plantas com sintomas de doenças.;1696557, 1696558, 1696559;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/5c719dfb-ced0-11f0-960e-454812d44829.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/5c732d2e-ced0-11f0-8347-4fe4064b907d.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/5cbbf2aa-ced0-11f0-b122-4fe4064b907d.jpg
30.0;2;Inseto;4;Milho;5;"Spodoptera frugiperda: Pontuações pretas no dorso; Y invertido na cabeça; 4 pontos próximos ao abdômen.  Spodoptera eridania: possuem coloração escura, com faixas longitudinais amareladas. Spodoptera cosmioides: a cabeça é castanho-amarelada ou alaranjada. Possuem listras amareladas ao longo do corpo, com pontuações brancas e triângulos pretos.";15;30;Spodoptera spp.;16;Lagarta Spodoptera;Spodoptera spp.;Biospodoptera - Spodoptera Frugiperda;07:00:00;"Esta espécie ataca preferencialmente o cartucho, mas também podem ser encontradas atacando plântulas, com hábito semelhante ao da lagarta rosca, espigas e, também, perfurando a base da planta, atingindo o ponto de crescimento e provocando o sintoma de ""coração morto"", típico da elasmo.";1082201, 1082202, 1082203;https://otmis-pragas-armadilhas.s3.amazonaws.com/9c999937-7247-11ed-8094-1bf0c88b45bc.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/a96cea03-7247-11ed-9289-1bf0c88b45bc.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/aaabe972-7247-11ed-9d2e-1bf0c88b45bc.jpg
15.0;2;Inseto;3;Soja;4;"Spodoptera frugiperda: Pontuações pretas no dorso; Y invertido na cabeça; 4 pontos próximos ao abdômen.  Spodoptera eridania: possuem coloração escura, com faixas longitudinais amareladas. Spodoptera cosmioides: a cabeça é castanho-amarelada ou alaranjada. Possuem listras amareladas ao longo do corpo, com pontuações brancas e triângulos pretos.";15;30;Spodoptera spp.;17;Lagarta Spodoptera;Spodoptera spp.;Biospodoptera - Sopodoptera Frugiperda;07:30:00;No início do desenvolvimento da soja poderá haver ataque às plântulas, principalmente por S. frugiperda, refletindo na redução do estande de plantas. Essas lagartas cortam plantas rentes ao solo com sintomas semelhantes ao ataque da lagarta-rosca (Agrotis ipsilon). A S. frugiperda pode atacar também plantas na fase vegetativa, causando desfolha acentuada. Na fase reprodutiva, além da S. frugiperda, recebem importância também as espécies S. eridania e S. cosmioides, as quais além de desfolha, podem causar danos diretos às vagens.;172801, 172802, 172803, 172804;https://otmis-pragas-armadilhas.s3.amazonaws.com/859f58b0-6440-11ed-aa2d-136313761baa.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/858dc9da-6440-11ed-a733-3b0bab896504.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/85b4e26d-6440-11ed-984c-136313761baa.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/a9a0edd1-7246-11ed-8309-db0fb14ffc0c.jpg
250.0;1;Inseto;2;Citrus;3;Os adultos medem de 2 a 3 mm de comprimento, são marrons e têm o corpo coberto por uma substância pulverulenta de cor esbranquiçada. Suas asas são transparentes e, as anteriores, têm manchas escuras com formato irregular, permanecem na face abaxial das folhas novas com a cabeça quase tocando a superfície e formando um ângulo de 45º com o corpo. ;15;0;Psilideo;60051;Psilideo;Diaphorina citri;Não Possui -Somente Armadilha Amarela;14:00:00;Enrolam as folhas, retorcem ou engruvinham os brotos. Em infestações intensas, há o secamento dos ramos e a redução da produção. Expelem líquido açucarado que favorecem o desenvolvimento de fumagina. Podem inocular substâncias tóxicas pelas picadas, além de ser uma praga é um dos vetores da bactéria Candidatus Liberibacter, agente do “greening”.;60116;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/bc820df0-e56f-11ef-b7b3-8f808b738d89.jpg
50.0;2;Inseto;3;Soja;4;C. includens pode ser reconhecida através da sua coloração verde-clara com linhas longitudinais brancas que percorrem todo o seu dorso, além de pequenos pontos pretos.  As lagartas se locomovem a “mede-palmo” e apresentam três pares de patas torácicas, dois pares de pseudopatas e um par abdominal. Diferentemente da pupa de C. includens, a pupa de Trichoplusia ni é de cor marrom uniforme, enquanto a de Rachiplusia nu é de cor marrom-escura a preta. Entretanto, é importante salientar que este padrão de coloração é afetado pelo tipo de dieta em que a lagarta se desenvolve. Em geral, lagartas de C. includens alimentando-se de folhas irão originar pupas verde-escuras. A mariposa apresenta asas dispostas na forma de uma quilha quando a mariposa está em repouso, de cor marrom ou cinza, com brilho cúpreo, com duas manchas prateadas.;15;21;Falsa-medideira;20;Lagarta Falsa-medideira;Chrysodeixis includens, rachiplusia nu, trichoplusia ni;Bio Pseudoplusia - Chrysodeixis includens;08:00:00;A medida que crescem, passam a atacar de forma mais profunda as folhas, chegando a destruir o limbo foliar, deixando apenas as nervuras, o que, consequentemente, reduz a capacidade fotossintética das plantas e afeta diretamente a produtividade da cultura.;1251, 1252;https://otmis-pragas-armadilhas.s3.amazonaws.com/8ffd3b93-6447-11ed-a096-d77419991d51.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/900cd169-6447-11ed-945d-094a59328be3.jpg
50.0;2;Inseto;5;Milho;6;Lagarta Helicoverpa armigera: >1cm de comprimento com pelos brancos na região da cabeça, inúmeras pinturas ou pretuberâncias pretas em forma de sela. É possível identificá-la também pelo seu comportamento quando perturbada, pois a lagarta curva a parte dianteira direcionando a cabeça para as “patas” dianteiras. Lagarta Helicoverpa zea: é possível diferenciá-las facilmente através da coloração da cabeça, que é mais escura na Spodoptera frugiperda. A Helicoverpa zea tem a cabeça de coloração marrom bem clara enquanto a lagarta-do-cartucho apresenta a cabeça quase preta.  ;15;42;Helicoverpa spp.;21;Lagarta Helicoverpa;Helicoverpa spp.;Biohelicoverpa - Helicoverpa Armigera;07:00:00;As vias de ingresso da Helicoverpa armigera nas plantas são a parte aérea (flor, folha, gemas, fruto/vagem, estruturas reprodutivas e pontos de crescimento). Em estágios imaturos alimentam-se em todos os estágios de desenvolvimento da planta, danificando todas as estruturas. As larvas atacam ramos, flores e cápsulas da semente. No milho, o ataque de Helicoverpa zea causa redução da fertilidade e do peso dos grãos, as lagartas atacam os estigmas impedindo a fertilização provocando falhas em toda a espiga. Ao alimentarem-se dos grãos, deixam orifícios que facilitam a penetração de microrganismos, podendo causar podridões.;268, 269, 270, 271;https://otmis-pragas-armadilhas.s3.amazonaws.com/989472f2-6441-11ed-b827-3b0bab896504.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9895d477-6441-11ed-92a4-f95bc6556d2a.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/99608faf-7249-11ed-b294-394ec6d108f5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/b92b8965-7249-11ed-abe6-394ec6d108f5.jpg
50.0;2;Inseto;5;Soja;6;Lagarta Helicoverpa armigera: >1cm de comprimento com pelos brancos na região da cabeça, inúmeras pinturas ou pretuberâncias pretas em forma de sela. É possível identificá-la também pelo seu comportamento quando perturbada, pois a lagarta curva a parte dianteira direcionando a cabeça para as “patas” dianteiras. Lagarta Helicoverpa zea: é possível diferenciá-las facilmente através da coloração da cabeça, que é mais escura na Spodoptera frugiperda. A Helicoverpa zea tem a cabeça de coloração marrom bem clara enquanto a lagarta-do-cartucho apresenta a cabeça quase preta. ;15;42;Helicoverpa spp.;22;Lagarta Helicoverpa;Helicoverpa spp.;Biohelicoverpa - Helicoverpa Armigera;07:00:00;As vias de ingresso da Helicoverpa armigera nas plantas são a parte aérea (flor, folha, gemas, fruto/vagem, estruturas reprodutivas e pontos de crescimento). Os estágios imaturos (lagartas) alimentam-se em todos os estágios de desenvolvimento da planta, danificando todas as estruturas. A preferência de consumo são as flores grãos de legumes jovens, mas podem alimentar-se também de folhas  e ramos em soja.;272, 273, 274;https://otmis-pragas-armadilhas.s3.amazonaws.com/da5174ee-6441-11ed-ac8f-8112f7cc35ab.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/da510625-6441-11ed-b9e7-3b0bab896504.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/1e9b232b-724a-11ed-9974-394ec6d108f5.jpg
20.0;15;Inseto;20;Milho;30;A cigarrinha D. maidis é um inseto de cor branco-palha, podendo apresentar-se levemente acinzentada, com cerca de 0,5 cm, que se alimenta da seiva da planta de milho e realiza postura sob a epiderme da folha, preferencialmente na nervura central de folhas do cartucho da plântula.;7;7;Cigarrinha;23;Cigarrinha;Dalbulus maidis;Armadilha amarela;07:00:00;"Os molicutes transmitidos pela cigarrinha, se distribuem nos feixes vasculares da planta, reduzindo sua nutrição e seu metabolismo. Afetam o processo de translocação de fotoassimilados, com consequente redução no tamanho das espigas e grãos. •	Descoloração na margem das folhas; •	Redução na altura da planta, encurtamento dos entre-nós; •	Redução no tamanho das espigas, com grãos chochos ou poucos grãos; •	Avermelhamento nas folhas; •	Formação reduzida de raízes; •	Brotamento nas axilas das folhas; •	Emissão de perfilhos na base das plantas; •	Secamento precoce e morte; •	Perda total da produção. ";8751, 8752, 8753;https://otmis-pragas-armadilhas.s3.amazonaws.com/99adcfd0-6442-11ed-bbb5-3b0bab896504.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9a05d40c-6442-11ed-a833-3b0bab896504.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9a415462-6442-11ed-888b-3b0bab896504.jpg
